Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
FF/6	rm16				M	OperandSizeOverride		V,V
FF/6	rm32				M			NE,V
FF/6	rm64				M			V,NE
50	r16				O	OperandSizeOverride		V,V
50	r32				O			NE,V
50	r64				O			V,NE
6A	imm8				I			V,V
68	imm16				I	OperandSizeOverride		V,V
68	imm32				I			V,V
0E	cs				ZO			I,V
16	ss				ZO			I,V
1E	ds				ZO			I,V
06	es				ZO			I,V
0F,A0	fs				ZO			V,V
0F,A8	gs				ZO			V,V
