Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
0F,B0	rm8,Write	r8,Write			MR			V,V
0F,B1	rm16,Write	r16,Write			MR	OperandSizeOverride		V,V
0F,B1	rm32,Write	r32,Write			MR			V,V
0F,B1	rm64,Write	r64,Write			MR	REX.W		V,NE
