Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
F6/2	rm8,Write				M			V,V
F7/2	rm16,Write				M	OperandSizeOverride		V,V
F7/2	rm32,Write				M			V,V
F7/2	rm64,Write				M	REX.W		V,NE
