Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
0F,4F	r16	rm16			RM	OperandSizeOverride		V,V
0F,4F	r32	rm32			RM			V,V
0F,4F	r64	rm64			RM	REX.W		V,NE
