Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
0F,BB	rm16	r16			MR	OperandSizeOverride		V,V
0F,BB	rm32	r32			MR			V,V
0F,BB	rm64	r64			MR	REX.W		V,NE
0F,BA/7	rm16	imm8			MI	OperandSizeOverride		V,V
0F,BA/7	rm32	imm8			MI			V,V
0F,BA/7	rm64	imm8			MI	REX.W		V,NE
