Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
FE/0	rm8				M			V,V
FF/0	rm16				M	OperandSizeOverride		V,V
FF/0	rm32				M			V,V
FF/0	rm64				M	REX.W		V,NE
40+	r16				O			NE,V
40+	r32				O			NE,V
