Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
0F,8B	rel16,Signed				D	OperandSizeOverride		NS,V
0F,8B	rel32,Signed				D			V,V
