Opcode	Operand1	Operand2	Operand3	Operand4	OperandEncoding	Extra	ForcedPrefix	Support
F6/3	rm8				M			V,V
F7/3	rm16				M	OperandSizeOverride		V,V
F7/3	rm32				M			V,V
F7/3	rm64				M	REX.W		V,NE
